filename,country,iso,lat,lng
a895043956294b9bba63b73719ffc7ce.jpg,Belarus,BY,51.675431,29.128281
15ae0f1a290d4d7295ff57c5f8f20660.jpg,Belarus,BY,52.219565,28.526037
c886416efb40481ea916e3dcd0133dfc.jpg,Belarus,BY,54.113735,28.348562
52f5ef59154b44828aaf357f5c0ba586.jpg,Belarus,BY,52.570355,24.242677
a09573984fc7435bb60a767e211af81d.jpg,Belarus,BY,55.364771,29.336371
5b49b21266ab4afe91012649f6494f6f.jpg,Belarus,BY,55.314605,30.317659
1d8fa2f3383746688b80a1e512b4dc63.jpg,Belarus,BY,53.916971,25.798598
4bd5d1f39ffc47c3b6aec73bed097529.jpg,Belarus,BY,52.077872,27.374165
8abf844e20cd442e9a33adcf60f53348.jpg,Belarus,BY,51.924728,26.664051
9752e03c3f93437d8b1add8badb63753.jpg,Belarus,BY,52.902924,29.309302
2d805b33a95b4a859dc8061a24971b1a.jpg,Belarus,BY,55.149659,30.243115
31dcc9e61f854a949e1edd7c77169387.jpg,Belarus,BY,52.577014,30.504958
c95c603375df4497a4349404fdd2983b.jpg,Belarus,BY,55.289707,30.322642
c49dc5c58b2545229ce61f9d7f493b3a.jpg,Belarus,BY,55.926252,28.647646
e3c32bf041be4dff8a022b390be68ea5.jpg,Belarus,BY,53.119865,30.489643
1812b172a150450488e5a12acf576cf4.jpg,Belarus,BY,53.200885,28.69736
c8f7a4b8bc854fb7990c06b00eb10f54.jpg,Belarus,BY,52.212085,31.533958
4b22b45a094840ff8deca548fccd23c0.jpg,Belarus,BY,52.676982,30.817168
f8954a1729c348629df307918c8a3fcb.jpg,Belarus,BY,53.032466,25.656718
f9a64741027d4d3aa55ddef96f3f9531.jpg,Belarus,BY,51.936005,26.906404
22fb4a10195145b79be63dffc8113f21.jpg,Belarus,BY,55.605946,28.465349
7e37119aac77426a9fa9624bfa0eb777.jpg,Belarus,BY,51.895484,26.862559
46dc8a54a4b7414098eb59488ad993dd.jpg,Belarus,BY,54.421805,29.029361
529a87ec52774692a1cca23415104d73.jpg,Belarus,BY,53.005676,27.456991
2218e7860f2842e8ae2dda0c0bf6ff49.jpg,Belarus,BY,53.743533,27.689026
49aad7c10de9414e9ed30554109341f8.jpg,Belarus,BY,53.129083,29.487088
9c623c71f50845638166ada34f9e414d.jpg,Belarus,BY,52.774372,30.753937
23215980412240909ef243a801b9048b.jpg,Belarus,BY,53.264946,30.422466
6f687b7b823e4865a986d00d3b243482.jpg,Belarus,BY,55.203145,30.363007
ec295d48222048148131d13cdc64f42b.jpg,Belarus,BY,53.073406,30.526977
bfc37dedee8444859a55620884307adf.jpg,Belarus,BY,55.769048,28.604265
dbf865f29a2c424d8b2061fc5f890966.jpg,Belarus,BY,53.247073,29.444726
6f81092c7294439b98f2703a8f9ea175.jpg,Belarus,BY,53.205981,28.69684
54fef4db8b994a7fb8721c6b864d8443.jpg,Belarus,BY,53.227654,27.261457
61a525f522524e04ad5d08b462192897.jpg,Belarus,BY,54.472637,26.397905
cf001b82590743a8b632ef5279038992.jpg,Belarus,BY,52.175239,27.881594
07b86ab8f80b483fbb11a70291b170fd.jpg,Belarus,BY,51.70836,30.351906
52d21375d2a743d88119e4b7e7378497.jpg,Belarus,BY,53.616386,27.465608
9fb1e13cc78c4642b8522c14db6e0f98.jpg,Belarus,BY,52.112886,27.848929
03afbf5bcb444bb3927a6fc5d91c8654.jpg,Belarus,BY,53.416355,30.389823
57fce20494db4d478478217bc11bd875.jpg,Belarus,BY,51.694414,29.138182
0e50346ad8f64852b50b411c4d9a6551.jpg,Belarus,BY,55.287074,29.63281
318492400fd74ec5ba2883b37627574f.jpg,Belarus,BY,52.304898,23.661191
3f9035789d174534b1c678f92bcd389c.jpg,Belarus,BY,55.147994,27.730156
7234b11de106401b8518eedb957def05.jpg,Belarus,BY,54.014512,26.387756
ad06d6c69ae04b7e80989423788319ce.jpg,Belarus,BY,52.612886,30.85318
ce88d4488a9943febed9a71065c740f1.jpg,Belarus,BY,55.978685,28.646452
4a0d8378f5974233bd0bf4252c80789c.jpg,Belarus,BY,55.842148,28.608072
8e1412518e5842e2a1d0c7ba343f9157.jpg,Belarus,BY,55.260661,30.112753
36c96491fbcb4cf5bae2cc8d5e202717.jpg,Belarus,BY,53.464886,31.049135
58f8a43c264c4ac18388a4d1a2b07a72.jpg,Belarus,BY,51.920299,26.672082
978fe8e7e9aa4594b850dacf0f854d42.jpg,Belarus,BY,54.529284,30.725436
faefca788997419e9002002221499e75.jpg,Belarus,BY,53.079021,28.735148
5b1ad4aeebee4116b7bc2474a5c19d29.jpg,Belarus,BY,53.777156,30.363924
ba1f92ff871a4c6b87f8de80909216a9.jpg,Belarus,BY,52.926781,29.985242
0de387c61ad942608c9e043aba0eb2e8.jpg,Belarus,BY,52.740559,30.777972
a10ba1e3bf8440cc975758f4ec066a74.jpg,Belarus,BY,55.526331,28.832483
95c3114efafa4521a9757e27fac8da9d.jpg,Belarus,BY,52.218044,27.865128
187f3ed7673f402780598d637c8fa2e0.jpg,Belarus,BY,54.554917,30.455503
5123e246fcb64b9d9a1bb6baa2ca2f6e.jpg,Belarus,BY,55.717488,28.585856
49a37900c6dd4052a3b64d9ba6120c73.jpg,Belarus,BY,52.758301,29.398353
47633e9bc31a4e8d9bdef42945761c8d.jpg,Belarus,BY,55.198349,26.393961
50c533fb0fa047cfa65d32bbbaa796dc.jpg,Belarus,BY,51.705636,30.350234
b0ce98920b654dfeb6ada19b74cffdc6.jpg,Belarus,BY,54.025024,28.292726
0a951d24f4084b3ab2d096dff456e4f0.jpg,Belarus,BY,55.431243,28.746471
38c4ac8828894c7dabbd4431b3b60b8e.jpg,Belarus,BY,54.41224,26.048687
750de2e4475642d8ad4ab67b7466b4ba.jpg,Belarus,BY,52.323339,25.629617
e7c88d66835c417ba572887b7cf0e50d.jpg,Belarus,BY,51.668967,29.12494
98322252e47b4c579826fc8765fb7e3c.jpg,Belarus,BY,55.2054,27.890054
554d10314c934eb19668d3779390f62a.jpg,Belarus,BY,55.992684,28.646943
98cce45934b94f738b0be72b470a12e8.jpg,Belarus,BY,56.027359,28.354016
15656ecaa26c44fba6fd9ac590dc2d70.jpg,Belarus,BY,54.365033,29.165801
512cb44a09664d699407a44c5d178254.jpg,Belarus,BY,53.397301,27.10569
c95e624bfea54a0b994ee2ebd9c79ffa.jpg,Belarus,BY,53.630588,24.742174
8819a23f306f4cba90c625c2e7ee51f3.jpg,Belarus,BY,54.538322,30.18654
b8b86f2dcb7b42f39be257a2059bc90e.jpg,Belarus,BY,51.649419,29.109509
40a1502d513a44b3b477ade0f0f9518a.jpg,Belarus,BY,53.889962,27.337632
225b2e4a79d9407c8888607e166fae83.jpg,Belarus,BY,55.262017,29.765111
5bda3b9fadda4c9a84c5c1a379213d14.jpg,Belarus,BY,52.081156,27.385775
4788c8f1b5514b7a8757e5c494c6065b.jpg,Belarus,BY,54.770011,28.255829
6ef79d5a08e54d3ca3c20b17de232cd6.jpg,Belarus,BY,55.461979,29.119113
89b0ec494f2c4a8481f6bb727e96f550.jpg,Belarus,BY,53.205248,29.125134
8a4a61b966cf4694a2c37be8d85dd358.jpg,Belarus,BY,52.064753,27.757462
cbcd5e7c55e9471d9ee768bec5b51ea9.jpg,Belarus,BY,53.4829,26.400855
5db42385b6c84f518f3ae8aaf40ab0fc.jpg,Belarus,BY,52.226357,31.44655
3ebcaca0a13742b7b6064cdc5c795151.jpg,Belarus,BY,55.314532,29.494894
94d1091a3ec243aeb22e643cc8db9c54.jpg,Belarus,BY,55.706538,28.262722
a25c581affc147128626ef104c3b96ad.jpg,Belarus,BY,54.600417,30.442764
462ce21edae5486b9a5c317a250fa75e.jpg,Belarus,BY,52.941395,30.629448
75a57046081b40b4aee2678add90394e.jpg,Belarus,BY,52.606424,29.374216
ece0fe0cccfe4ca0863e0f1e398f1106.jpg,Belarus,BY,51.634234,29.091938
9579f4968e0a48028b90a4f55329b603.jpg,Belarus,BY,53.547298,26.173013
3a99c15303f54304be478221496c0f20.jpg,Belarus,BY,53.481031,28.098315
3d9f3345c11b4a8b86b0bc1a82577329.jpg,Belarus,BY,56.028141,28.370143
959bed3fcc774b74a70efa88cb0bb966.jpg,Belarus,BY,55.576146,28.678711
8912b4aad37547dd977b45b4718f90a1.jpg,Belarus,BY,53.870101,30.163003
